"","RESUB-8","RESUB-7","RESUB-6","RESUB-5","RESUB-4","RESUB-3","RESUB-2","RESUB-1"
"ENSMUSG00000033845",481.74289535665,661.986377696894,604.310676234479,530.57725578321,638.996500922316,624.864401909897,596.547864592347,643.601569313972
"ENSMUSG00000025903",1025.49230199683,910.60911543922,746.307173928919,749.184193788309,823.800828219093,814.43819945549,832.048878537332,740.764644939436
"ENSMUSG00000033813",1516.77466062787,1518.94134608534,1285.89386516779,1335.5517618749,1584.34171363275,1617.93944905258,1507.37060145274,1395.99256518295
"ENSMUSG00000033793",658.222965932848,671.81037645267,594.403943837192,820.914595321232,696.570156734005,670.070461324616,662.192746528231,687.61561211867
"ENSMUSG00000025907",238.486581859728,321.924882304654,330.224413242885,444.045342822858,373.162583964645,322.275455827508,337.250580945605,326.368279665021
"ENSMUSG00000090031",14.3091949115837,9.82399875577582,10.5671812237723,11.3857780210989,10.6617881132756,4.37477994335984,9.84673229038262,10.7958972917182
"ENSMUSG00000051285",496.052090268234,723.197446867497,736.400441531632,693.393881484924,687.329940369166,713.089130767654,772.968484795036,692.598333945616
"ENSMUSG00000061024",476.973163719455,529.740240599912,529.679958841587,457.708276448177,550.14826664502,693.402621022535,611.317963027921,651.906105692217
"ENSMUSG00000025912",28.6183898231673,15.1138442396551,7.92538591782923,5.69288901054946,27.0098632202981,5.10390993391982,4.10280512099276,4.98272182694688
"ENSMUSG00000045210",348.190409515202,702.793757143962,822.919237801268,743.49130477776,808.874324860507,977.763317340925,878.820856916649,901.042197039561
"ENSMUSG00000097893",0,6.8012299078448,12.5485277032296,12.5243558232088,17.0588609812409,14.5825998111995,18.8729035565667,13.2872582051917
"ENSMUSG00000025915",667.762429207238,576.593157742842,557.418809553989,759.431394007298,531.667833915342,527.160983174861,531.723543680662,477.510841749076
"ENSMUSG00000046101",42.927584734751,12.8467676037068,10.5671812237723,37.5730674696264,17.0588609812409,14.5825998111995,13.1289763871768,15.7786191186651
"ENSMUSG00000098234",124.013022567058,157.183980092413,115.57854463501,167.370936910154,121.544384491342,86.0373388860769,98.4673229038262,110.450333830656
"ENSMUSG00000025917",925.327937615744,789.698361521979,534.963549453473,750.322771590419,661.030863023086,644.550911655017,556.340374406618,612.874784714466
"ENSMUSG00000056763",76.3157061951129,222.17351032293,296.54152309211,257.318583276836,207.549475271765,201.969007385113,231.398208823992,221.731121299136
"ENSMUSG00000067851",1163.81451947547,1193.23800272077,1281.27072338239,1049.76873354532,1345.51765989538,1372.95177222443,1275.15183160455,1111.14696740915
"ENSMUSG00000025938",100.164364381086,17.3809208756034,25.757504232945,11.3857780210989,43.3579383273207,29.8943296129589,36.1046850647363,23.2527018590854
"ENSMUSG00000005886",648.683502658459,534.274393871808,671.676456536027,464.539743260836,623.359211689512,581.116602476299,562.084301576008,543.11667913721
"ENSMUSG00000103085",9.53946327438911,9.82399875577582,11.8880788767438,45.5431120843957,13.5049316101491,7.29129990559974,6.56448819358841,15.7786191186651
"ENSMUSG00000025935",1559.70224536262,1996.53882405844,1654.42431034685,1586.03887833908,2002.28380767315,1943.13142484233,1909.44550331003,1846.92889052164
"ENSMUSG00000025937",324.34175132923,169.275055484137,103.690465758266,140.045069659517,167.745466315536,137.805568215835,136.21313001696,142.838025705811
"ENSMUSG00000025932",47.6973163719455,37.028918387155,22.4552601005161,43.2659564801759,48.3334394468493,31.3525895940789,50.0542224761117,26.5745164103834
"ENSMUSG00000082193",4.76973163719455,20.4036897235344,17.17166948863,12.5243558232088,18.4804327296777,11.6660798489596,14.7700984355739,10.7958972917182
"ENSMUSG00000025925",176.480070576199,225.196279170861,245.686963452706,315.38605118444,209.68183289442,268.31983652607,192.83184068666,263.25380319036
"ENSMUSG00000043716",23834.3489910612,29352.5968978342,24841.4617106092,25506.4199228658,24959.2459731781,26652.6176749293,26736.3398514614,30994.1906708852
"ENSMUSG00000025921",195.558997124977,114.865216221379,178.321183151158,178.756714931253,152.108177082732,145.096868121435,114.878543387797,119.585323846725
"ENSMUSG00000025920",85.855169469502,74.05783677431,71.9889220869488,40.9888008759561,72.5001591702739,93.3286387916766,65.6448819358841,66.4362910259584
"ENSMUSG00000025939",352.960141152397,413.363639954567,381.078972882289,486.172721500924,299.240853045935,343.420225553748,323.301043534229,339.655537870212
"ENSMUSG00000079658",720.229477216378,870.557428204134,748.948969234862,966.652553991298,893.457843892494,888.809458492608,813.175974980765,832.944998737954
"ENSMUSG00000025940",205.098460399366,393.715642443016,371.172240485002,442.906765020748,347.574292492784,383.522375034546,366.790777816753,372.873683383192
"ENSMUSG00000025779",71.5459745579183,74.05783677431,71.9889220869488,88.8090685645716,86.005090780423,100.619938697276,84.5177854924508,97.9935292632887
"ENSMUSG00000041859",1306.90646859131,863.000506084307,723.851913828403,593.199034899254,838.016545703461,837.04122916285,919.848908126577,766.508707711995
"ENSMUSG00000025931",62.0065112835292,24.9378429954309,43.5896225480608,28.4644450527473,52.5981546921595,40.1021494807985,36.1046850647363,29.8963309616813
"ENSMUSG00000041779",76.3157061951129,89.9273732259479,123.503930552839,99.0562687835606,113.72573987494,61.9760491975978,86.1589075408479,70.5885592150808
"ENSMUSG00000025933",14.3091949115837,9.06830654379307,15.8507718356585,21.632978240088,18.4804327296777,13.1243398300795,20.5140256049638,6.64362910259584
"ENSMUSG00000025936",166.940607301809,69.5236835024135,52.1754572923757,40.9888008759561,108.039452881193,70.7256090843174,44.3102953067218,54.8099400964157
"ENSMUSG00000067750",0,6.04553769586204,11.8880788767438,35.2959118654067,8.52943049062046,10.2078198678396,14.7700984355739,9.96544365389376
"ENSMUSG00000028033",152.631412390226,92.9501420738789,121.522584073381,109.30346900255,110.171810503848,142.909478149755,166.573887912306,133.703035689741
"ENSMUSG00000082935",23.8486581859728,34.7618417512067,18.4925671416015,25.0487116464176,22.0343621007695,21.8738997167992,36.1046850647363,26.5745164103834
"ENSMUSG00000026158",1235.36049403339,600.019616314308,595.724841490164,683.146681265935,530.246262166906,664.237421400136,501.362785785315,497.441729056864
"ENSMUSG00000026156",0,10.5796909677586,15.8507718356585,26.1872894485275,19.191218603896,8.74955988671968,9.02617126618407,8.3045363782448
"ENSMUSG00000026155",338.650946240813,377.090413779395,399.57154002389,415.580897770111,417.231308166184,410.500184685265,402.895462881489,498.272182694688
"ENSMUSG00000026154",166.940607301809,272.049196313792,192.190608507359,231.131293828308,202.573974152236,198.323357432313,211.704744243226,232.527018590854
"ENSMUSG00000100131",2780.75354448442,117.88798506931,116.238993461495,338.157607226638,97.377664767917,145.096868121435,256.015039549948,179.377985770088
"ENSMUSG00000067736",558.058601551763,20.4036897235344,26.4179530594308,63.760356918154,30.56379259139,32.0817195846388,44.3102953067218,24.0831554969099
"ENSMUSG00000101939",510.361285179817,27.2049196313792,23.1157089270019,84.254757356132,9.24021636483884,29.1651996223989,42.6691732583247,39.861774615575
"ENSMUSG00000101111",4941.44197613356,176.831977603965,192.851057333845,536.270144793759,197.598473032707,242.800286856471,389.766486494312,348.790527886282
"ENSMUSG00000100862",4960.52090268234,175.320593179999,160.489064836042,562.457434242287,193.333757787397,236.238116941431,373.355266010341,368.721415194069
"ENSMUSG00000102070",3834.86423630442,145.092904700689,130.768867644182,487.311299303034,189.779828416305,207.802047309592,342.994508114995,312.250567822005
"ENSMUSG00000101249",15425.3121146872,665.009146544825,597.706187969621,1943.55230820159,886.34998515031,996.720697095484,1440.08459746846,1523.0519717701
"ENSMUSG00000073725",519.900748454206,1354.95613608508,1357.88278725474,1071.40171178541,1247.42920925324,1281.81052340443,1189.8134850879,1309.62538684921
"ENSMUSG00000086240",38.1578530975564,80.1033744701721,48.8732131599469,88.8090685645716,56.1520840632514,58.3303992447979,53.3364665729059,56.4708473720646
"ENSMUSG00000099492",42.927584734751,15.1138442396551,15.8507718356585,10.247200218989,13.5049316101491,16.7699897828794,22.9757086775595,17.4395263943141
"ENSMUSG00000048874",596.216454649319,644.60545682129,927.930601212505,705.918237308133,892.747058018275,923.807698039486,955.953593191313,851.214978770092
"ENSMUSG00000026064",352.960141152397,350.641186359999,433.254430174664,436.075298208089,517.452116430975,418.520614581425,402.07490185729,440.970881684799
"ENSMUSG00000026134",190.789265487782,199.502743963447,132.089765297154,143.460803065846,194.755329535834,192.490317507833,195.293523759255,165.260273927072
"ENSMUSG00000103746",0,12.8467676037068,10.5671812237723,13.6629336253187,9.24021636483884,13.8534698206395,16.411220483971,17.4395263943141
"ENSMUSG00000004768",47.6973163719455,33.2504573272412,35.6642366302315,45.5431120843957,41.2255807046656,31.3525895940789,50.8747835003102,28.2354236860323
"ENSMUSG00000042215",0,24.9378429954309,15.1903230091727,23.9101338443077,45.4902959499758,16.7699897828794,20.5140256049638,33.2181455129792
"ENSMUSG00000042197",147.861680753031,254.668275438189,290.597483653738,306.277428767561,319.853643398267,257.382886667671,284.734675396898,269.897432292956
"ENSMUSG00000042182",9.53946327438911,8.31261433181031,7.26493709134346,22.7715560421978,7.10785874218372,11.6660798489596,9.02617126618407,4.1522681891224
"ENSMUSG00000026131",71.5459745579183,29.4719962673275,34.34333897726,37.5730674696264,59.7060134343433,31.3525895940789,32.0018799437435,34.8790527886282
"ENSMUSG00000042111",486.512626993844,569.791927834998,425.989493083321,503.251388532572,462.010818241942,470.288843911183,425.05061053485,470.86721264648
"ENSMUSG00000026127",696.380819030405,874.335889264048,868.490206828786,872.150596416177,872.134267665943,908.495968237727,848.460099021303,896.059475212614
"ENSMUSG00000026126",1492.9260024419,2010.89697608611,1502.52108025512,1895.73204051297,1652.57715755772,1691.58157809914,1802.77257016422,2120.97859100372
"ENSMUSG00000100280",23.8486581859728,41.5630716590515,64.0635361691196,93.3633797730111,45.4902959499758,75.1003890276773,69.7476870568769,89.6889928850439
"ENSMUSG00000101223",0,14.3581520276724,15.1903230091727,20.4944004379781,17.7696468554593,34.9982395468787,18.8729035565667,31.5572382373302
"ENSMUSG00000037509",14.3091949115837,31.7390729032757,34.34333897726,51.2360010949451,31.9853643398267,40.1021494807985,32.8224409679421,35.7095064264526
"ENSMUSG00000037503",2403.94474514606,2267.83232816025,2715.76557450948,2192.90084686365,2288.01972910894,2613.20188616695,2647.95042508873,2418.28099334489
"ENSMUSG00000026123",1058.88042345719,615.133460553963,741.023583317033,868.734863009848,779.021318143336,837.04122916285,714.708652076939,670.176085724356
"ENSMUSG00000045216",543.749406640179,433.011637466119,583.176313786934,500.974232928352,549.437480770802,608.823542117578,625.267500439297,611.213877438817
"ENSMUSG00000102202",19.0789265487782,8.31261433181031,24.4366065799735,17.0786670316484,14.9265033585858,10.2078198678396,11.4878543387797,5.81317546477136
"ENSMUSG00000037470",996.873912173662,1068.54878774362,1501.20018260215,1135.16206870356,1267.33121373136,1378.78481214891,1211.14807171706,1172.60053660817
"ENSMUSG00000047180",1225.821030759,1351.93336723715,1620.08097136959,1516.58563241038,1194.83105456108,1250.45793381035,1284.99856389493,1310.45584048703
"ENSMUSG00000037447",481.74289535665,596.996847466377,647.900298782539,473.648365677715,617.672924695765,567.992262646219,578.495522059979,597.096165595801
"ENSMUSG00000010453",209.86819203656,396.738411290947,504.582903435127,467.955476667166,397.32930368807,430.186694430384,439.000147946225,388.652302501857
"ENSMUSG00000037432",4.76973163719455,20.4036897235344,61.4217408631765,43.2659564801759,50.4657970695044,38.6438894996786,31.181318919545,35.7095064264526
"ENSMUSG00000001143",181.249802213393,197.991359539482,316.354987886683,204.944004379781,262.990773460798,190.302927536153,218.269232436815,238.340194055626
"ENSMUSG00000037408",90.6249011066965,174.564900968017,193.51150616033,189.003915150242,176.274896806156,206.343787328473,126.366397726577,184.360707597035
"ENSMUSG00000001138",119.243290929864,213.86089599112,266.160877073765,194.696804160792,203.995545900673,226.030297073592,196.114084783454,140.346664792337
"ENSMUSG00000067653",0,20.4036897235344,17.8321183151158,23.9101338443077,11.372573987494,9.47868987727966,15.5906594597725,10.7958972917182
"ENSMUSG00000079610",66.7762429207238,86.9046043780169,67.3657803015484,74.007557137143,92.4021636483884,64.8925691598376,59.9009547664943,51.4881255451178
"ENSMUSG00000026121",23.8486581859728,21.1593819355171,19.1530159680873,34.1573340632968,36.250079585137,37.9147595091186,10.6672933145812,16.6090727564896
"ENSMUSG00000061518",2265.62252766741,2255.74125276852,1715.84605121003,2058.54866621468,2093.26439957311,2037.18919362457,1941.44738325377,2183.26261384056
"ENSMUSG00000037351",710.690013941989,544.098392627584,561.381502512904,642.157880389979,513.187401185665,497.995783552462,524.338494462875,430.174984393081
"ENSMUSG00000026117",543.749406640179,400.51687235086,435.235776654122,324.494673601319,810.295896608944,426.541044477585,496.439419640124,484.154470851672
"ENSMUSG00000026116",1306.90646859131,755.692211982755,1085.11742191612,978.038332012397,922.600064735447,961.722457548605,1003.54613259483,833.775452375778
"ENSMUSG00000026113",214.637923673755,153.405519032499,104.350914584751,138.906491857407,177.696468554593,110.098628574556,106.672933145812,102.976251090236
"ENSMUSG00000026112",1955.58997124977,1241.60230428767,1114.17717028149,1161.34935815209,1113.80146490019,1403.57523182795,1377.72195962937,1248.17181765019
"ENSMUSG00000026111",505.591553542623,514.626396360256,397.590193544433,444.045342822858,411.545021172437,429.457564439824,319.198238413237,334.672816043266
"ENSMUSG00000026110",248.026045134117,346.107033088102,250.970554064592,272.120094704264,272.941775699855,252.278976733751,261.758966719338,277.371515033376
"ENSMUSG00000026090",19.0789265487782,5.28984548387929,9.24628357080076,2.27715560421978,14.2157174843674,14.5825998111995,18.0523425323681,21.5917945834365
"ENSMUSG00000060771",23.8486581859728,52.1427626268101,50.8545596394042,81.9776017519122,80.318803786676,41.5604094619185,54.1570275971044,49.8272182694688
"ENSMUSG00000037216",14.3091949115837,27.9606118433619,41.6082760686034,33.0187562611869,8.52943049062046,28.436069631839,27.0785137985522,38.2008673399261
"ENSMUSG00000026088",257.565508408506,327.970420000516,275.407160644566,301.723117559121,240.956411360028,249.362456771511,265.041210816132,293.980587789866
"ENSMUSG00000026087",1206.74210421022,1211.37461580836,964.915735495709,1144.27069112044,1019.26694362915,1142.54669520748,1083.96111296629,1175.09189752164
"ENSMUSG00000058407",586.67699137493,721.686062443531,556.097911901017,617.109168743561,624.780783437949,594.970072296938,508.747835003102,593.774351044503
"ENSMUSG00000026083",3548.68033807275,3432.35402682568,3798.24120111966,5071.22553059746,3608.65988340667,4026.25580787217,4378.51362512347,5188.67432912735
"ENSMUSG00000026082",104.93409601828,157.939672304396,159.828616009556,108.16489120044,140.735603095238,196.865097451193,168.215009960703,165.260273927072
"ENSMUSG00000037138",338.650946240813,773.073132858359,810.370710098039,465.678321062946,756.986956042566,727.671730578854,793.4825104,792.252770484554
"ENSMUSG00000085391",0,24.9378429954309,32.3619924978027,78.5618683455826,17.7696468554593,18.2282497639993,41.8486122341261,30.7267845995058
"ENSMUSG00000085280",0,20.4036897235344,37.6455831096888,50.0974232928353,21.3235762265512,18.2282497639993,24.6168307259566,26.5745164103834
"ENSMUSG00000026080",243.256313496922,364.243646175688,422.687248950892,356.374852060396,356.814508857623,583.303992447979,406.998268002482,494.119914505566
"ENSMUSG00000026078",605.755917923708,498.756859908619,494.676171037841,513.498588751561,487.599109713803,535.181413071021,598.188986640744,546.438493688508
"ENSMUSG00000073702",19894.5506587385,27192.8285559875,20621.8541581917,22136.2296286205,25520.0560279364,24201.2826466666,24606.9839936662,28115.0079085478
"ENSMUSG00000003134",1001.64364381086,278.094734009654,365.22820104663,480.479832490374,398.750875436507,392.271934921266,293.760846663082,204.291594904822
"ENSMUSG00000003135",186.019533850588,364.243646175688,360.60505926123,300.584539757011,395.907731939633,343.420225553748,355.302923477973,323.876918751547
"ENSMUSG00000085894",0,13.6024598156896,21.1343624475446,27.3258672506374,21.3235762265512,7.29129990559974,16.411220483971,13.2872582051917
"ENSMUSG00000048234",858.55169469502,415.630716590515,466.276871498953,658.097969619518,533.089405663779,425.811914487025,390.587047518511,271.558339568605
"ENSMUSG00000026074",1669.40607301809,1456.97458470275,1674.89822396791,1564.40590009899,1376.08145248677,1455.34346115771,1346.54064070982,1278.8986022497
"ENSMUSG00000026073",42.927584734751,48.3643015668963,44.2500713745465,26.1872894485275,121.544384491342,68.5382191126375,32.0018799437435,25.7440627725589
"ENSMUSG00000026072",52.4670480091401,7.55692211982755,5.94403943837192,17.0786670316484,17.0588609812409,16.0408597923194,9.02617126618407,15.7786191186651
"ENSMUSG00000070942",4.76973163719455,10.5796909677586,6.60448826485769,17.0786670316484,14.2157174843674,8.02042989615971,7.38504921778697,5.81317546477136
