"ID","log2FoldChange","pvalue","padj","RESUB-8","RESUB-7","RESUB-6","RESUB-5","RESUB-4","RESUB-3","RESUB-2","RESUB-1","Gene.name"
"ENSMUSG00000000001",0.0629253200745471,0.466840863681556,0.842322029996169,2022.36621417049,1917.19114180025,1948.9844869595,1828.55595018849,2032.13681439033,2099.16524282216,2049.76143844798,1858.55524145119,"Gnai3"
"ENSMUSG00000000028",-0.118901787123185,0.728635052829013,0.941893742517096,224.177386948144,80.1033744701721,79.9143080047781,79.7004461476924,112.304168126503,110.827758565116,86.1589075408479,91.3499001606928,"Cdc45"
"ENSMUSG00000000056",0.168993704177111,0.453942604774796,0.834905880135905,233.716850222533,296.987039309223,510.526942873499,454.292543041847,419.36366578884,406.125404741905,443.102953067218,441.801335322623,"Narf"
"ENSMUSG00000000058",-1.49991014390396,0.00639522080173897,0.134864514383675,62.0065112835292,24.1821507834482,19.1530159680873,48.9588454907254,13.5049316101491,18.2282497639993,15.5906594597725,4.1522681891224,"Cav2"
"ENSMUSG00000000078",0.28111674747254,0.199446164089601,0.659395453481198,4154.43625599646,2641.14428087973,3621.90136444796,5851.15132504274,4839.03023167868,4153.12442622961,5053.01478701468,5716.84284278372,"Klf6"
"ENSMUSG00000000085",0.0185571361700199,0.914653312026507,0.987753440527408,248.026045134117,190.434437419654,250.310105238106,227.715560421978,186.936684919432,235.508986950871,246.988868283764,251.627452260817,"Scmh1"
"ENSMUSG00000000088",-0.282644016435184,0.0229857028213861,0.26810149805835,1120.88693474072,991.468182121375,848.016293207727,981.454065418727,724.290805828521,842.145139096769,777.891850940227,869.484958802231,"Cox5a"
"ENSMUSG00000000120",-0.102428980321576,0.765448771251433,0.9541915692196,23.8486581859728,73.3021445623273,116.899442287981,70.5918237308133,71.7893732960556,65.6216991503976,79.5944193472595,64.7753837503095,"Ngfr"
"ENSMUSG00000000127",-0.593522644021149,0.275686745778574,0.725051800667747,33.3881214603619,6.8012299078448,17.17166948863,19.3558226358682,10.6617881132756,10.2078198678396,11.4878543387797,13.2872582051917,"Fer"
"ENSMUSG00000000131",0.190779530519608,0.270308129920229,0.720395451216667,815.624109960269,1187.94815723689,1460.91280418652,1012.19566607569,1209.75755791967,1403.57523182795,1311.25651666929,1227.41047670458,"Xpo6"
"ENSMUSG00000000134",-0.241208027480895,0.201809713691947,0.660998498790134,653.453234295654,352.152570783964,448.444753183837,514.637166553671,397.32930368807,452.060594147184,416.845000292864,369.551868831894,"Tfe3"
"ENSMUSG00000000142",-0.431167687780779,0.233203841270524,0.689942580854744,62.0065112835292,24.9378429954309,44.9105202010323,44.4045342822858,39.0932230820105,29.8943296129589,23.796269701758,30.7267845995058,"Axin2"
"ENSMUSG00000000148",0.304790060168365,0.234071567566121,0.689942580854744,90.6249011066965,239.554431198533,255.593695849993,168.509514712264,224.608336253006,236.967246931991,239.603819065977,264.914710466009,"Brat1"
"ENSMUSG00000000149",-0.159908724624947,0.366615351258448,0.788807088240336,643.913771021265,388.425796959136,465.616422672467,596.614768305583,431.447025650552,514.036643344781,448.026319212409,455.088593527815,"Gna12"
"ENSMUSG00000000157",-0.25061582611217,0.766101052691587,NA,0,20.4036897235344,6.60448826485769,5.69288901054946,15.6372892328042,5.10390993391982,4.92336614519131,4.98272182694688,"Itgb2l"
"ENSMUSG00000000168",0.279240946939279,0.0687268319860251,0.444448935905802,276.644434957284,392.20425801905,460.993280887067,426.96667579121,464.853961738815,482.684053750703,479.207638131954,509.068079986406,"Dlat"
"ENSMUSG00000000171",-0.171993078882079,0.290860081439908,0.736310190493079,1540.62331881384,1141.09524009396,915.382073509276,1216.00109265336,1123.04168126503,1044.84327647244,942.824616804136,1123.60377197652,"Sdhd"
"ENSMUSG00000000184",0.13626178405643,0.311916982593208,0.75271914580141,1464.30761261873,1280.89829931077,1567.24506525073,1097.58900123394,1584.34171363275,1523.88168027034,1416.2883277667,1407.61891611249,"Ccnd2"
"ENSMUSG00000000194",-0.00229952737663381,0.987908924060762,0.997985819017181,348.190409515202,491.199937788791,544.870281850759,437.213876010199,471.251034606781,497.995783552462,425.871171559048,458.410408079113,"Gpr107"
"ENSMUSG00000000204",-0.431429996530943,0.507552324388866,0.85572319907036,14.3091949115837,31.7390729032757,18.4925671416015,21.632978240088,29.1422208429533,25.5195496695991,4.92336614519131,5.81317546477136,"Slfn4"
"ENSMUSG00000000244",0.123010591467351,0.521614504760645,0.863903197940045,739.308403765156,1469.06566009448,1376.37535439634,1211.44678144493,1240.32135051106,1312.43398300795,1266.12566033837,1449.14159800372,"Tspan32"
"ENSMUSG00000000253",-2.2036278491033,0.00234673348894463,0.0803028573298342,47.6973163719455,6.04553769586204,19.1530159680873,21.632978240088,4.26471524531023,1.45825998111995,7.38504921778697,5.81317546477136,"Gmpr"
"ENSMUSG00000000275",0.0835804351439444,0.531917159746711,0.86781359680458,705.920282304794,636.29284248948,831.505072545583,717.304015329232,803.18803786676,845.061659059009,744.248848948087,675.989261189127,"Trim25"
"ENSMUSG00000000276",-0.208045190497462,0.370423888362553,0.792152390150614,100.164364381086,147.359981336637,154.54502539767,145.737958670066,151.397391208513,108.640368593436,137.033691041158,89.6889928850439,"Dgke"
"ENSMUSG00000000278",-0.123466152328488,0.359676896471008,0.783715792995009,2203.61601638388,1577.12964640801,1741.60355544297,1616.78047899605,1777.67547142015,1701.78939796698,1504.08835735595,1524.71287904575,"Scpep1"
"ENSMUSG00000000282",-0.159014943411519,0.229534618187829,0.688406137613459,643.913771021265,561.479313503187,674.31825184197,548.794500616968,594.216990846559,540.28532300494,558.802057479214,473.358573559954,"Mnt"
"ENSMUSG00000000290",-0.30518207932919,0.0266938993071952,0.289454528578426,5766.60554936822,4102.65301885438,4669.37320325439,4843.50997017548,4474.39707820465,4086.77359708865,3586.67223677187,3504.51435161931,"Itgb2"
"ENSMUSG00000000295",-0.19076244342175,0.351922479518124,0.778861714085129,243.256313496922,253.912583226206,179.642080804129,223.161249213539,166.323894567099,160.408597923194,214.166427315822,242.492462244748,"Hddc2"
"ENSMUSG00000000301",-0.375771952905196,0.605627656740027,NA,0,16.6252286636206,8.585834744315,13.6629336253187,4.9755011195286,16.0408597923194,6.56448819358841,5.81317546477136,"Pemt"
"ENSMUSG00000000303",0.786698602354648,0.486118324072328,0.848559033954602,0,58.1883003226722,30.3806460183454,34.1573340632968,96.6668788936986,96.9742887444765,17.2317815081696,5.81317546477136,"Cdh1"
"ENSMUSG00000000318",-0.910608420716146,0.0123700700540345,0.193662572157425,295.723361506062,160.962441152327,191.530159680873,483.895565896704,200.441616529581,188.844667555033,112.416860315202,97.9935292632887,"Clec10a"
"ENSMUSG00000000320",-1.77774771443641,2.84176075705988e-06,0.00111748062711443,104.93409601828,62.7224535945687,198.134647945731,134.352180648967,45.4902959499758,23.3321596979192,41.0280512099276,37.3704137021016,"Alox12"
"ENSMUSG00000000325",-0.771478414925714,0.0817894494501166,0.477346771778881,76.3157061951129,40.8073794470688,22.4552601005161,23.9101338443077,20.6127903523328,27.706939641279,18.8729035565667,19.9308873077875,"Arvcf"
"ENSMUSG00000000326",-0.399791678115053,0.0306632185899258,0.30709155996053,600.986186286514,353.66395520793,361.265508087716,406.472275353231,350.417435989657,326.650235770868,292.940285638883,303.115577805935,"Comt"
"ENSMUSG00000000339",-0.0545119978377037,0.701793021139025,0.932484172046255,372.039067701175,405.80671783474,365.22820104663,323.356095799209,353.971365360749,323.733715808628,329.865531727818,405.261375258346,"Rtca"
"ENSMUSG00000000340",-0.126291561352858,0.524311065352776,0.864796316773577,300.493093143257,281.873195069568,192.851057333845,311.97031777811,208.260261145983,237.696376922551,255.19447852575,284.845597773797,"Dbt"
